date,stock_price,premium,premium_protection,strike_date,strike_price,strike_margin,time_to_expire_days,volume_traded,implied_volatility
2022-01-03,35.45087583774451,0.58,0.016360667721006614,2022-01-21,36.19087583774451,0.02087395536818071,18,207120.0,0.2644424931079521
2022-01-03,35.45087583774451,0.15,0.0042312071692258485,2022-02-18,42.4408758377445,0.1971742540859242,46,15.0,0.32883568610624025
2022-01-03,35.45087583774451,0.07,0.00197456334563873,2022-01-21,39.6908758377445,0.11960212265011698,18,9441.0,0.31663190710290645
2022-01-03,35.45087583774451,2.65,0.07475132665632332,2023-09-15,50.1508758377445,0.4146583025841329,620,265.0,0.2779319471472549
2022-01-03,35.45087583774451,0.3,0.008462414338451697,2022-01-21,37.19087583774451,0.0490820031630197,18,206708.0,0.2708489026143829
2022-01-03,35.45087583774451,0.22,0.006205770514864578,2022-01-21,37.69087583774451,0.0631860270604392,18,59041.0,0.2788959748141013
2022-01-03,35.45087583774451,1.07,0.030182611140477725,2022-01-21,35.19087583774451,-0.007334092426658282,18,280525.0,0.27049371491566987
2022-01-03,35.45087583774451,0.02,0.0005641609558967799,2022-01-21,42.1908758377445,0.19012224213721446,18,322.0,0.36293250953337064
2022-01-03,35.45087583774451,0.03,0.0008462414338451697,2022-01-21,41.1908758377445,0.16191419434237547,18,2223.0,0.3406248621593345
2022-01-03,35.45087583774451,0.05,0.0014104023897419497,2022-01-21,40.1908758377445,0.1337061465475365,18,30655.0,0.3216413037419942
2022-01-03,35.45087583774451,0.04,0.0011283219117935598,2022-01-21,40.6908758377445,0.14781017044495598,18,8655.0,0.3333686642981132
2022-01-03,35.45087583774451,0.17,0.004795368125122629,2022-02-18,41.4408758377445,0.16896620629108522,46,170.0,0.30315329539646485
2022-01-03,35.45087583774451,0.03,0.0008462414338451697,2022-01-21,41.6908758377445,0.17601821823979497,18,2740.0,0.3637205476968024
2022-01-03,35.45087583774451,0.02,0.0005641609558967799,2022-01-21,42.6908758377445,0.20422626603463395,18,250.0,0.3840623670088995
2022-01-03,35.45087583774451,0.43,0.012129460551780767,2022-01-21,36.69087583774451,0.03497797926560021,18,267954.0,0.2707726818993312
2022-01-03,35.45087583774451,1.65,0.046543278861484336,2023-01-20,46.1508758377445,0.3018261114047769,382,1343.0,0.2611938535112487
2022-01-03,35.45087583774451,0.08,0.0022566438235871195,2022-01-21,39.1908758377445,0.10549809875269749,18,36829.0,0.29703659951872
2022-01-03,35.45087583774451,1.4,0.03949126691277459,2022-01-21,34.69087583774451,-0.02143811632407778,18,27150.0,0.27938756580608737
2022-01-03,35.45087583774451,1.45,0.04090166930251654,2023-01-20,47.1508758377445,0.3300341591996159,382,1305.0,0.26053738307971513
2022-01-03,35.45087583774451,6.98,0.19689217360797617,2022-01-21,28.690875837744507,-0.19068640309311174,18,3493.0,0.5963964946980413
