date,stock_price,premium,premium_protection,strike_date,strike_price,strike_margin,time_to_expire_days,volume_traded,implied_volatility
2022-01-03,17.210425,1.33,0.07727874239015016,2022-02-18,16.250425,-0.05578014488311595,46,665.0,0.24943624124741642
2022-01-03,17.210425,2.69,0.15630061430789768,2022-02-18,14.750425,-0.14293662126298454,46,1076.0,0.32388358654944643
2022-01-03,17.210425,0.77,0.04474032454166588,2022-01-21,16.600424999999998,-0.0354436337278134,18,4417.0,0.21195980802188719
2022-01-03,17.210425,0.7,0.04067302231060534,2022-03-18,17.850424999999998,0.03718676325541043,74,14426.0,0.271638188473307
2022-01-03,17.210425,0.01,0.0005810431758657906,2022-01-21,20.850425,0.21149971601514783,18,60.0,0.3962019338753366
2022-01-03,17.210425,0.02,0.0011620863517315813,2022-01-21,19.850425,0.15339539842856875,18,1568.0,0.34484990993283576
2022-01-03,17.210425,0.01,0.0005810431758657906,2022-01-21,20.350425,0.1824475572218583,18,6.0,0.3525523075137864
2022-01-03,17.210425,0.04,0.0023241727034631625,2022-01-21,18.850425,0.0952910808419897,18,34542.0,0.27721226262878423
2022-01-03,17.210425,0.17,0.00987773398971844,2022-01-21,17.850424999999998,0.03718676325541043,18,105347.0,0.2499350233214522
2022-01-03,17.210425,0.62,0.03602467690367902,2022-03-18,18.100425,0.0517128426520554,74,1000.0,0.2772739019610411
2022-01-03,17.210425,0.03,0.0017431295275973718,2022-01-21,19.350425,0.12434323963527923,18,2958.0,0.31740983702466025
2022-01-03,17.210425,1.06,0.06159057664177381,2022-01-21,16.350425,-0.049969713124457964,18,220676.0,0.30082394419046854
2022-01-03,17.210425,1.45,0.08425126050053963,2022-01-21,15.850425,-0.0790218719177476,18,3456.0,0.23917283279551801
2022-01-03,17.210425,0.36,0.020917554331168462,2022-01-21,17.350425,0.008134604462121102,18,594166.0,0.2554825007956341
2022-01-03,17.210425,0.1,0.005810431758657907,2022-01-21,18.350425,0.06623892204870016,18,63456.0,0.2808535981815701
2022-01-03,17.210425,0.17,0.00987773398971844,2022-02-18,19.000425,0.10400672847997647,46,10876.0,0.27050477270378487
2022-01-03,17.210425,3.4,0.1975546797943688,2023-09-15,18.350425,0.06623892204870016,620,6800.0,0.3036427152222112
2022-01-03,17.210425,0.26,0.015107122572510557,2023-04-20,31.350425,0.821595050674228,472,3039.0,0.2987247142937572
2022-01-03,17.210425,0.24,0.013945036220778974,2022-01-21,17.600425,0.02266068385876587,18,98293.0,0.2438347135805555
2022-01-03,17.210425,0.66,0.03834884960714218,2022-01-21,16.850424999999998,-0.020917554331168636,18,746441.0,0.26933165643831597
2022-01-03,17.210425,0.06,0.0034862590551947435,2022-01-21,18.600425,0.08076500144534493,18,3901.0,0.27326177823182873
2022-01-03,17.210425,0.04,0.0023241727034631625,2022-02-18,23.250425,0.3509500782229375,46,40.0,0.4422153261887376
2022-01-03,17.210425,0.03,0.0017431295275973718,2022-01-21,19.600425,0.13886931903192398,18,1836.0,0.34530937510209236
2022-01-03,17.210425,1.1,0.06391474934523697,2023-04-20,23.350425,0.3567605099815955,472,23100.0,0.28975672082163917
2022-01-03,17.210425,2.51,0.14584183714231344,2023-12-15,21.350425,0.24055187480843734,711,251.0,0.29134768957452833
2022-01-03,17.210425,0.01,0.0005810431758657906,2022-01-21,20.100425,0.16792147782521352,18,616.0,0.32999355817219056
2022-01-03,17.210425,0.04,0.0023241727034631625,2022-01-21,19.100425,0.10981716023863446,18,983.0,0.30801072721705763
2022-01-03,17.210425,0.13,0.0075535612862552785,2022-01-21,18.100425,0.0517128426520554,18,7303.0,0.2659198205974752
2022-01-03,17.210425,0.29,0.01685025210010793,2022-03-18,19.350425,0.12434323963527923,74,890.0,0.2832663944555362
2022-01-03,17.210425,0.08,0.004648345406926325,2022-02-18,20.000425,0.16211104606655555,46,216.0,0.29191591119469945
2022-01-03,17.210425,0.11,0.0063914749345236966,2022-02-18,19.500425,0.133058887273266,46,660.0,0.2766906042867808
2022-01-03,17.210425,0.26,0.015107122572510557,2022-02-18,18.500425,0.07495456968668694,46,22833.0,0.2645271086280745
2022-01-03,17.210425,0.58,0.03370050420021586,2022-02-18,17.500425,0.01685025210010788,46,34695.0,0.25529203253288096
2022-01-03,17.210425,1.15,0.06681996522456592,2022-02-18,16.500425,-0.04125406548647118,46,230.0,0.25106841110140354
2022-01-03,17.210425,0.1,0.005810431758657907,2022-03-18,21.350425,0.24055187480843734,74,1100.0,0.3141637488534429
2022-01-03,17.210425,0.1,0.005810431758657907,2022-02-18,19.750425,0.14758496666991078,46,20113.0,0.28970834619194985
2022-01-03,17.210425,0.14,0.008134604462121069,2022-02-18,19.250425,0.11853280787662124,46,54575.0,0.2756831639492819
2022-01-03,17.210425,0.21,0.012201906693181603,2022-02-18,18.750425,0.08948064908333171,46,5713.0,0.2671707183900194
2022-01-03,17.210425,0.06,0.0034862590551947435,2022-02-18,20.250425,0.1766371254632003,46,832.0,0.2899089165916511
2022-01-03,17.210425,3.25,0.18883903215638195,2023-10-20,19.350425,0.12434323963527923,655,325.0,0.3181899098298093
2022-01-03,17.210425,0.31,0.01801233845183951,2022-02-18,18.250425,0.06042849029004217,46,159696.0,0.2572137065482666
2022-01-03,17.210425,0.49,0.02847111561742374,2022-02-18,17.750424999999996,0.03137633149675244,46,133026.0,0.26188695093036984
2022-01-03,17.210425,0.73,0.042416151838202715,2022-02-18,17.250425,0.002324172703463113,46,512332.0,0.2672048395241043
2022-01-03,17.210425,0.39,0.022660683858765834,2022-02-18,18.000425,0.04590241089339741,46,29211.0,0.2582761969095625
2022-01-03,17.210425,0.99,0.05752327441071327,2022-02-18,16.750424999999996,-0.026727986089826624,46,7339.0,0.2549535832598536
2022-01-03,17.210425,2.8,0.16269208924242137,2022-12-16,17.270425,0.0034862590551946694,347,18200.0,0.3183945224864648
2022-01-03,17.210425,0.95,0.055199101707250106,2022-03-18,17.350425,0.008134604462121102,74,2030.0,0.2790369328315238
2022-01-04,17.190425,0.58,0.033739712659809164,2022-02-18,17.500425,0.018033294697484135,45,17915.0,0.2630292373226234
2022-01-04,17.190425,0.17,0.009889226124426826,2022-02-18,19.000425,0.1052911722659561,45,8370.0,0.2763460200855161
2022-01-04,17.190425,0.13,0.007562349389267572,2022-02-18,19.250425,0.11983415186070144,45,42537.0,0.2745285266968044
2022-01-04,17.190425,1.54,0.08958475430363123,2023-04-20,21.350425,0.2419951804565623,471,2310.0,0.2849798950916356
2022-01-04,17.190425,1.02,0.059335356746560944,2023-09-15,26.350425,0.5328547723514688,619,204.0,0.29044783314978406
2022-01-04,17.190425,0.09,0.005235472654108318,2022-02-18,19.750425,0.1489201110501921,45,3430.0,0.28679024333637326
2022-01-04,17.190425,0.11,0.006398911021687945,2022-01-21,18.100425,0.05293644572487301,17,12649.0,0.2601577438438936
2022-01-04,17.190425,3.95,0.22977907759697622,2023-09-15,17.350425,0.00930750694063702,619,395.0,0.31745944981916946
2022-01-04,17.190425,0.23,0.013379541227165705,2022-02-18,18.500425,0.07620521307646545,45,42411.0,0.25558374468501793
2022-01-04,17.190425,0.84,0.04886441143834431,2022-03-18,17.350425,0.00930750694063702,73,1704.0,0.24911518761625032
2022-01-04,17.190425,0.02,0.0011634383675796264,2022-01-21,19.350425,0.12565134369859965,17,3321.0,0.30425073077771503
2022-01-04,17.190425,0.5,0.02908595918949066,2022-02-18,17.750424999999996,0.03257627429222926,45,70725.0,0.27337894449373235
2022-01-04,17.190425,0.85,0.04944613062213412,2022-03-18,17.600425,0.02385048653538235,73,10340.0,0.2911557900970533
2022-01-04,17.190425,0.01,0.0005817191837898132,2022-01-21,19.850425,0.15473730288809032,17,81.0,0.3185809758349118
2022-01-04,17.190425,0.07,0.004072034286528693,2022-01-21,18.350425,0.06747942531961834,17,57713.0,0.26022578622841025
2022-01-04,17.190425,0.16,0.009307506940637011,2022-04-14,20.850425,0.21290922126707162,100,750.0,0.2743795390666495
2022-01-04,17.190425,0.65,0.037811746946337856,2022-01-21,16.850424999999998,-0.019778452248853846,17,540016.0,0.2817133501523294
